taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Chenopodium vulvaria,,,,,,,,,,,,,,"rhomboidal, obovate",acute,,entire,,,1 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4 mm,1.5 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601914
Chimonobambusa quadrangularis,perennial,,erect leafy/tussock,,,,,pubescent,,,,,,"elliptic, lanceolate, setiform",acuminate,cuneate,,1 cm,3 cm,8 cm,29 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000859284
Chloris divaricata,perennial,,erect leafy/tussock,stoloniferous,,0.30 m,0.50 m,glabrous,,flexhy,,,,,,,,0.11 cm,0.15 cm,3 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 mm,2.2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000859489
Chloris truncata,perennial,,erect leafy/tussock,stoloniferous,,,,glabrous,,flexhy,,,,,,,,0.2 cm,0.3 cm,9 cm,17 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000859711
Chrysanthemum vulgare,perennial,,"herb, scrambler",stoloniferous,,,,,,,pinnate,"pinnate, sessile, pinnatipartite, amplexicaul",,"oblong, lanceolate",acute,,,,,15 cm,25 cm,,,capitulum,,,,,,,"yellow, green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"greenish, white",,,,,,1.5 mm,1.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000027372
Chrysosplenium alternifolium,perennial,,herb,,,0.05 m,0.15 m,,,,,decurrent,alternate,"reniform, cordate",truncate,"truncate, cordate",crenate,,,1 cm,2.5 cm,"greenish, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000603883
Chrysosplenium oppositifolium,perennial,,herb,,,0.05 m,0.15 m,"glabrous, hairy",,,,"decurrent, appressed",opposite,orbicular,"truncate, obtuse","orbicular, truncate, cuneate","dentate, entire, sinuate",,,1 cm,2 cm,"greenish, yellow",,cyme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000604047
Cicendia filiformis,annual,,,,,0.03 m,0.18 m,,,,,,,linear,,,,,,0.2 cm,0.6 cm,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000604347
Cicerbita alpina,perennial,,"erect leafy, herb",,,,,"pubescent, glabrous",,,,pinnatipartite,,"lanceolate, cordate","acute, acuminate",,"runcinate, undulate, denticulate",,,,,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000027818
Cicerbita macrophylla,perennial,,"herb, scrambler",,,,,,,,,"decurrent, amplexicaul, sessile",,"ovate, cordate, lanceolate, elliptic, linear",,cordate,,,,,,,,corymb,,,,,,ligulate,lilac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000001149
Cichorium intybus,perennial,,herb,,,0.30 m,1.20 m,"hairy, glabrous",,,,"sessile, amplexicaul, pinnatipartite",,"spatulate, oblanceolate, lanceolate",,,"runcinate, entire",,,,,,,clustered,,,,,,,"pink, blue, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,2 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000080671
Cicuta virosa,perennial,,,,,0.30 m,1.50 m,glabrous,,,pinnate,pinnate,,"deltoid, deltate",,,,,,30 cm,30 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000604532
Circaea alpina,perennial,,erect leafy,stoloniferous,,,,glabrous,,,,,,"ovate, cordate","acute, acuminate",cordate,,,,2 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000605592
Circaea lutetiana,perennial,,erect leafy,,,,,"hairy, glabrous",,,,,,"orbicular, rounded, ovate, cordate",acuminate,"rounded, cordate","sinuate, denticulate",,,4 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nectar,,,,obovoid,white,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000605657
Cirsium acaule,perennial,,,,,0.30 m,0.30 m,"hairy, glabrous, ciliate",spinescent,,,pinnatipartite,,oblong,acute,,"undulate, ciliate",2 cm,3 cm,10 cm,15 cm,,,,,,,,,,"red, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000079827
Cirsium arvense,perennial,,"herb, scrambler",,,0.30 m,1.50 m,"glabrous, ciliate",spinescent,,,"decurrent, sessile, pinnatipartite",,oblong,acute,,"undulate, ciliate",,,,,,,,,,,,,,"whitish, purple",,,,,,,,,,,,,,,,,,,dioecious,,,,,,,,,,,,,,,,,,brown,,,,,,4 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000006870
Cirsium dissectum,perennial,,herb,stoloniferous,,0.15 m,0.80 m,,,,,"pinnatipartite, amplexicaul",,"elliptic, oblong",,,sinuate,1.5 cm,3 cm,12 cm,25 cm,,,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000079119
Cirsium eriophorum,annual,,herb,,,,,,spinescent,,lobed,"amplexicaul, lobed, pinnatipartite, decurrent, sessile",,"lanceolate, oblong, ovate",,,undulate,0.4 cm,1.1 cm,60 cm,80 cm,reddish,,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,3.9 mm,5.4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000055206
Cirsium helenioides,perennial,,herb,stoloniferous,,0.45 m,1.20 m,"ciliate, pubescent",spinescent,,,"decurrent, pinnatipartite, amplexicaul",,"lanceolate, elliptic, orbicular, rounded",acuminate,rounded,ciliate,4 cm,8 cm,20 cm,40 cm,purplish-tipped,,clustered,,,,,,,"purple, red, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000074633
Cirsium heterophyllum,perennial,,herb,stoloniferous,,0.45 m,1.20 m,"ciliate, pubescent",spinescent,,,"decurrent, pinnatipartite, amplexicaul",,"lanceolate, elliptic, orbicular, rounded",acuminate,rounded,ciliate,4 cm,8 cm,20 cm,40 cm,purplish-tipped,,clustered,,,,,,,"purple, red, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000014883
Cirsium palustre,annual,,herb,,,,,,spinescent,,,"pinnatipartite, flat",,"spatulate, oblanceolate",,,flat,,,,,purplish,,clustered,,,,,,,"purple, red, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000043760
Cirsium tuberosum,perennial,,herb,stoloniferous,,0.20 m,0.60 m,,,,,"pinnatipartite, amplexicaul, sessile",,"elliptic, oblong",,,,,,,,,,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000126944
Cirsium vulgare,annual,,herb,,,,,,spinescent,,lobed,"sessile, pinnatipartite, decurrent, lobed",,"lanceolate, obovate",,,"undulate, entire",,,15 cm,30 cm,green,,clustered,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellow, black",,,,,,3.5 mm,3.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000038267
Cladium mariscus,perennial,,,,,0.70 m,3.00 m,,,,,,,,,,serrate,2 cm,2 cm,200 cm,200 cm,,,corymb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000356458
Claytonia perfoliata,annual,,herb,,,,,glabrous,,,,,opposite,"elliptic, orbicular, ovate",,,entire,,,1 cm,2.5 cm,,,,,,,,,,,,fusion,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000609088
Claytonia sibirica,"annual, perennial",,herb,,,,,glabrous,,,,sessile,opposite,ovate,acuminate,,entire,,,1 cm,3 cm,,,,,,,,,,,,fusion,"pink, white",,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,ovoid,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000609147
Clematis vitalba,perennial,,climber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,whitish,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000610926
Clinopodium acinos,annual,,herb,,,,,"glabrescent, glabrous",,,,,,"elliptic, ovate",acute,cuneate,crenate,,,0.5 cm,1.5 cm,,,,,,,,,,,,,,,,,0.45 cm,0.7 cm,,0.7 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000890516
Clinopodium menthifolium,,,"scrambler, herb",,,,,"pubescent, hairy",,,,"appressed, decurrent",,"rounded, orbicular, ovate",obtuse,"rounded, cuneate",serrate,3 cm,4.5 cm,3 cm,7 cm,,,,,,,,,,,,,,,,,0.6 cm,1.0 cm,"purple, purplish, spot, pink",1.5 cm,2.0 cm,lipped,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000892378
Clinopodium vulgare,perennial,,herb,,,,,pubescent,,,,,,"rounded, orbicular, ovate",obtuse,"rounded, cuneate","serrate, crenate",,,2 cm,5 cm,,,,,,,,,,,,,,,,,,,"purple, rose",1.5 cm,2.0 cm,lipped,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000893535
Cochlearia anglica,"perennial, annual",,herb,,,0.08 m,0.40 m,,,,,sessile,,"ovate, elliptic, obovate, oblong, cordate",,"cuneate, cordate",entire,,,,,,,,,,,,,,,,,"white, mauve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reddish-brown,,,,,,2 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613694
Cochlearia danica,annual,,herb,,,0.10 m,0.25 m,,,,lobed,"lobed, amplexicaul",,"hastate, oblong, cordate",acute,"hastate, cordate",entire,1 cm,1 cm,,,,,,,,,,,,,,,"mauve, whitish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ovoid, ellipsoidal",,"brown, reddish",,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613735
Cochlearia groenlandica,"perennial, annual",,herb,,,0.05 m,0.75 m,glabrous,,,,,,"reniform, orbicular, cordate",,"orbicular, cordate",entire,,,,,,,,,,,,,,,,,"white, lilac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613755
Cochlearia micacea,perennial,,herb,,,0.20 m,0.20 m,,,,,sessile,,cordate,,cordate,,0.7 cm,1.0 cm,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613791
Cochlearia officinalis,"perennial, annual",,herb,,,0.05 m,0.75 m,glabrous,,,,,,"reniform, orbicular, cordate",,"orbicular, cordate",entire,,,,,,,,,,,,,,,,,"white, lilac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613801
Cochlearia pyrenaica,"perennial, annual",,herb,,,0.30 m,0.40 m,,,,,sessile,,cordate,,cordate,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613833
Cochlearia scotica,"perennial, annual",,herb,,,0.05 m,0.75 m,glabrous,,,,,,"reniform, orbicular, cordate",,"orbicular, cordate",entire,,,,,,,,,,,,,,,,,"white, lilac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000613856
Coincya monensis,,,,,,,,,,,,pinnatipartite,,,,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,5.0,5.0,5.0,600.0 mm,600.0 mm,1.3 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000614323
Coincya wrightii,perennial,,herb,,,0.20 m,0.90 m,"pubescent, hairy",,,lobed,"lobed, pinnatipartite",,linear,,,"entire, runcinate",,,12 cm,12 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"purple, black",1.0,3.0,3.0,,,,,1.5 mm,1.5 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000614356
Colchicum autumnale,perennial,,herb,,,,,glabrous,,,,,,oblong,,,,1.5 cm,5 cm,12 cm,35 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000763824
Colutea arborescens,perennial,,shrub,,,,,,,,,,alternate,elliptic,,,,,,,,,,,,,,,,,"red, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehiscent,ellipsoidal,greenish,"black, brown",,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000213683
Comarum palustre,perennial,,scrambler,,,,,,,,pinnate,pinnate,,,,,,,,,,,,,,,,,,,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000985679
Conium maculatum,annual,,,,,,,"glabrous, bristly, pubescent",,,pinnate,pinnate,,"deltate, deltoid, ovate",,,,,,30 cm,30 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000617964
Conopodium majus,perennial,,,,,0.30 m,0.90 m,glabrous,,,,sheathing,,"deltate, deltoid, linear",,,,,,5 cm,15 cm,,,,,unisexual,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000619241
Convallaria majalis,perennial,,herb,rhizomatous,,,,glabrous,,,,sheathing,,"ovate, elliptic",acute,,,3 cm,10 cm,8 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000764146
Convolvulus arvensis,perennial,,"climber/scrambler, climber",,,0.20 m,2.00 m,pubescent,,,,,alternate,"hastate, oblong, ovate","mucronate, obtuse",hastate,,,,2 cm,6 cm,,,,,,,,,,,,,,,,,0.4 cm,0.4 cm,"pink, white",,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001296633
Conyza sumatrensis,annual,,herb,,,1 m,1.5 m,"pubescent, hairy",,,,,,"obovate, elliptic, linear",,,entire,,,0.05 cm,0.05 cm,"green, red-tipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000073349
Corallorhiza trifida,,terrestrial,herb,,,,,,,flexhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000924382
Cornus sanguinea,perennial,,shrub,,,,,"glabrous, pubescent",,,,appressed,opposite,"rounded, orbicular, ovate","cuspidate, acuminate",rounded,,,,4 cm,8 cm,,,corymb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000924828
Cornus sericea,perennial,,shrub,suckering,,,,hairy,,,simple,,opposite,"lanceolate, oblong, ovate",acuminate,,entire,2 cm,10 cm,5 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blue, white",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000924839
Cornus suecica,perennial,,herb,rhizomatous,,0.06 m,0.30 m,"glabrous, pubescent",,,,appressed,,"elliptic, ovate","acute, acuminate",,,1 cm,2 cm,1 cm,3 cm,,,,,,,,,,"purple, blackish, white",,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,ovoid,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000924860
Coronilla varia,perennial,,climber/scrambler,,,0.30 m,1.20 m,glabrous,,,,,,,,,,,,,,,,,,,,,,,,,,"pink, purple, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000213691
Corrigiola litoralis,annual,,herb,,,,,pubescent,,,,,,linear,,,entire,,,0.5 cm,3 cm,,,,,,,,,,,,,"red-tipped, white",,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001291438
Cortaderia selloana,perennial,terrestrial,erect leafy/tussock,,,,,scabrous,,flexhy,,,,,,,scabrous,0.3 cm,1.2 cm,60 cm,270 cm,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,"dioecious, gynodioecious",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000860610
Corylus avellana,,,"tree, tree/shrub, shrub",,,1 m,12 m,"glabrous, pubescent",,,,,,"orbicular, cordate",cuspidate,cordate,serrate,,,5 cm,12 cm,,,,,unisexual,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ovoid, globose",brown,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000925259
Corylus colurna,perennial,,"tree, tree/shrub",,trunk,,,,,,,,,"ovate, obovate, cordate",acuminate,cordate,dentate,12.5 cm,12.5 cm,12.5 cm,12.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,Hazel,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000925290
Corylus maxima,perennial,,"tree, shrub",,,,,hairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,1.0,1.0,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000925346
Corynephorus canescens,perennial,,"erect leafy/tussock, tussock",,,0.10 m,0.35 m,"scabrous, glabrous, pubescent",,,,,,setiform,,,,0.03 cm,0.05 cm,6 cm,6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000860632
Cota tinctoria,"perennial, annual",,herb,,,,,"woolly, hairs absent, glabrous",,,lobed,"pinnatisect, pinnatipartite, lobed",,,apiculate,,,,,1 cm,7 cm,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000076814
Cotoneaster bullatus,,,,,,,,pubescent,,,simple,,,"elliptic, ovate, lanceolate, oblong",,,entire,,,3.5 cm,7 cm,,,,,,,,,,,,,pinkish,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,ovoid,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000983709
Cotoneaster cambricus,perennial,,"tree/shrub, shrub",,,1.15 m,2.00 m,"tomentose, glabrous",,,,,,"ovate, orbicular, rounded","acute, mucronate, obtuse",rounded,,,,1.5 cm,4 cm,,,,,,,,,,,,,"greenish, pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001015815
Cotoneaster coriaceus,,,shrub,,,4 m,4 m,tomentose,,,,,,,,,,,,3.5 cm,9 cm,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000987334
Cotoneaster dielsianus,perennial,,shrub,,,,,"glabrous, glabrescent, villouse, pubescent, tomentose, villous",,,,,,"elliptic, ovate, orbicular, lanceolate, rounded","emarginate, obtuse, acute","rounded, cuneate",,,,1.2 cm,3 cm,,,,,,,,,,,,,pinkish,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,obovoid,"red, coral",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000985522
Cotoneaster divaricatus,perennial,,shrub,,,,,"glabrous, strigose, pubescent",,,,flat,,"obovate, elliptic","obtuse, mucronate, acute",cuneate,flat,,,0.8 cm,2.5 cm,,,,,,,,,,,,,pink,0.2 cm,0.3 cm,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ellipsoid,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000983884
Cotoneaster franchetii,perennial,,shrub,,,,,"glabrous, strigose, glabrescent",,,,,,"ovate, elliptic",,,,,,2 cm,3.5 cm,,,,,,,,,,,,,pink,0.2 cm,0.3 cm,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,"ovoid, globose","red, orangish",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001015046
Cotoneaster horizontalis,perennial,,shrub,,,1 m,3 m,,,,,flat,,"obovate, elliptic, orbicular",acute,cuneate,flat,,,0.6 cm,1.2 cm,,,,,,,,,campanulate,,,,"pink, reddish, whitish",0.2 cm,0.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,"red, orange",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000984749
Cotoneaster salicifolius,perennial,,shrub,,,,,"glabrous, glabrescent, tomentose",,,,,,"ovate, oblong, elliptic, lanceolate","acuminate, acute",cuneate,"entire, revolute",,,0.3 cm,0.8 cm,,,,,,,,,campanulate,brown,,,white,0.3 cm,0.4 cm,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,globose,red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001006234
Cotoneaster simonsii,perennial,,shrub,,,8 m,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellow, red, orange",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000985319
Cotula coronopifolia,"perennial, annual",,herb,,,,,glabrous,,succulent,,"pinnatipartite, sessile, sheathing",alternate,oblong,,,entire,,,2 cm,5 cm,,,capitulum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000132807
Crambe maritima,perennial,,herb,,,,,"pubescent, glabrous",,flexhy,lobed,lobed,,ovate,,,entire,,,30 cm,30 cm,,,corymb,,,,,,,,,,"white, green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000624606
Crassula aquatica,annual,,,,,0.02 m,0.05 m,glabrous,,,simple,,,linear,acute,,,,,0.3 cm,0.5 cm,,,,,,,,,,whitish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000624801
Crassula helmsii,perennial,,,,,,,,,,,,,"linear, lanceolate",,,,,,0.4 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001300375
