taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Carex pulicaris,perennial,,"scrambler, tussock",,,0.10 m,0.30 m,glabrous,,,,,,,,,,0.05 cm,0.1 cm,5 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350429
Carex punctata,perennial,,tussock,,,0.15 m,1.00 m,"glabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.7 cm,10 cm,50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350451
Carex rariflora,perennial,,scrambler,,,0.20 m,0.20 m,"glabrous, pubescent",,,,flat,,,recurved,,"flat, recurved",0.1 cm,0.2 cm,15 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350553
Carex recta,perennial,,"scrambler, tussock",,,0.30 m,1.00 m,"glabrous, pubescent",,,,flat,,,,,"serrulate, flat",0.3 cm,0.7 cm,130 cm,130 cm,purplish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350570
Carex remota,perennial,,tussock,,,0.30 m,0.30 m,"glabrous, pubescent",,,,,,,,,,0.15 cm,0.2 cm,25 cm,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350606
Carex riparia,,,,,,,,pubescent,,,,,,,attenuate,attenuate,,0.6 cm,2.0 cm,160 cm,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350746
Carex rostrata,perennial,,"tussock, scrambler",,,0.20 m,1.00 m,"glabrous, pubescent",,,,,,"aciculate, acicular",,,plicate,0.3 cm,0.7 cm,30 cm,120 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75 mm,1.75 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350803
Carex rupestris,perennial,,"tussock, scrambler",,,0.05 m,0.20 m,"hairy, glabrous, pubescent",,,,"flat, involute",,,attenuate,attenuate,"flat, involute",0.1 cm,0.2 cm,5 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350865
Carex saxatilis,perennial,,,,,0.15 m,0.40 m,glabrous,,,,,,,recurved,,,0.2 cm,0.4 cm,1.2 cm,4.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000350993
Carex simpliciuscula,perennial,,tussock,,,0.05 m,0.20 m,"glabrous, pubescent",,,,,,linear,obtuse,,plicate,0.05 cm,0.2 cm,3 cm,12 cm,"brown, green",,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000351326
Carex spicata,perennial,,tussock,,,0.30 m,0.75 m,"glabrous, pubescent",,,,flat,,,,,flat,0.2 cm,0.4 cm,7 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000351445
Carex strigosa,perennial,,"tussock, scrambler",,,0.35 m,0.70 m,glabrous,,,,,,,,,plicate,0.6 cm,1.0 cm,15 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 mm,1.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000351662
Carex sylvatica,perennial,,tussock,,,0.15 m,1.50 m,"glabrous, pubescent",,,,,,,,,,0.3 cm,1.1 cm,5 cm,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001274497
Carex tomentosa,perennial,,"tussock, scrambler",,,0.20 m,0.50 m,"glabrous, pubescent",,,,flat,,,,,flat,0.15 cm,0.2 cm,15 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pyriform,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000352011
Carex vaginata,perennial,,"tussock, scrambler",,,0.10 m,0.40 m,"glabrous, pubescent",,,,flat,,,truncate,truncate,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000352308
Carex vesicaria,perennial,,"tussock, scrambler",,,0.30 m,0.60 m,glabrous,,,,,,,,,serrulate,0.4 cm,0.6 cm,150 cm,150 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000352391
Carex vulpina,perennial,,tussock,,,0.30 m,1.00 m,"glabrous, pubescent",,,,flat,,,,,flat,0.4 cm,1.0 cm,80 cm,80 cm,,,,,,,,,,"reddish, brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000352604
Carlina vulgaris,annual,,herb,,,0.10 m,0.60 m,glabrous,spinescent,,lobed,"amplexicaul, sessile, lobed",,oblong,acute,,,,,7 cm,15 cm,"yellow, straw, green, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000121183
Carpinus betulus,,,"tree/shrub, tree, shrub",,trunk,30 m,30 m,"hairy, glabrous",,,,appressed,,"ovate, cordate, rounded, orbicular","acute, acuminate","cordate, rounded",serrate,,,3 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,greenish,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000804581
Carpobrotus edulis,perennial,,herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pink, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000588263
Castanea sativa,,,"tree, tree/shrub",,,30 m,35 m,"glabrous, pubescent",,,,,,"oblong, elliptic","acuminate, acute, aristate",cuneate,"serrate, dentate",,,10 cm,30 cm,,,,,unisexual,,,,,"white, yellowish",erect,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,terminal,,,,,,,,brown,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000812271
Catabrosa aquatica,perennial,,erect leafy/tussock,,,0.05 m,0.75 m,glabrous,,succulent,,,,,obtuse,,,0.2 cm,1.0 cm,4 cm,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000858385
Catapodium marinum,annual,,"erect leafy/tussock, prostrate, tussock",solitary plant,,0.01 m,0.20 m,glabrous,,,,"convolute, flat",,,,,flat,0.1 cm,0.35 cm,1 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000858498
Catapodium rigidum,annual,,"erect leafy/tussock, tussock",solitary plant,,0.02 m,0.30 m,glabrous,,,,,,,,,,0.05 cm,0.2 cm,1 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000858509
Caucalis platycarpos,annual,,herb,,,,,,,,pinnate,pinnate,,,,,,0.05 cm,0.05 cm,,,,,,,"unisexual, bisexual",,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000591123
Centaurea calcitrapa,annual,,herb,,,,,,,,,"pinnatipartite, sessile",,,,,entire,,,8 cm,8 cm,yellow,,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, whitish",,,,,,3 mm,7 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000137211
Centaurea cyanus,annual,,herb,,,0.20 m,0.90 m,,,,,"pinnatipartite, sessile",,"oblanceolate, spatulate, lanceolate",,,entire,,,10 cm,20 cm,"white, blackish, green, brown",,,,,,,,,"white, blue, pink, purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grey,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000008997
Centaurea debeauxii,perennial,,herb,,,0.15 m,1.00 m,hairy,,,,"pinnatipartite, sessile",,,,,"entire, sinuate",,,,,"blackish, brown",,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000024361
Centaurea diluta,"perennial, annual",,herb,,,,,,,,lobed,"lobed, amplexicaul",,,,,"entire, dentate",,,,,,,,,,,,,,"purple, reddish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000124527
Centaurea melitensis,annual,,herb,,,,,,,,,"pinnatipartite, decurrent",,"oblanceolate, spatulate, oblong",,cuneate,"entire, dentate",1 cm,5 cm,2 cm,15 cm,,,"corymb, clustered",,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, brown, greenish",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000005385
Centaurea montana,perennial,,,"stoloniferous, rhizomatous",,,,,,,"simple, lobed",lobed,,,,,"entire, dentate",,,10 cm,30 cm,,,corymb,,,,,,,,,,,,,,,,"purple, white, blue, pink",2.5 cm,4.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000132430
Centaurea nemoralis,perennial,,herb,,,0.15 m,1.00 m,hairy,,,,"pinnatipartite, sessile",,,,,"entire, sinuate",,,,,"blackish, brown",,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000128031
Centaurea nigra,perennial,,herb,,,0.15 m,1.00 m,hairy,,,,"pinnatipartite, sessile",,,,,"entire, sinuate",,,,,"blackish, brown",,,,,,,,,"purple, red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000057027
Centaurea scabiosa,perennial,,herb,,,0.30 m,0.90 m,pubescent,,,,"pinnatipartite, sessile",,"oblanceolate, spatulate",,,entire,,,10 cm,25 cm,"brown, green, blackish",,,,,,,,,"red, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000013986
Centaurea solstitialis,annual,,herb,,,,,,,,,"pinnatipartite, sessile, decurrent",,lanceolate,,,entire,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, yellowish",,,,,,2.5 mm,3.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000087409
Centaurium erythraea,annual,,,,,0.02 m,0.50 m,glabrous,,,,,,"elliptic, linear, obovate, ovate",obtuse,,,0.4 cm,2.0 cm,1 cm,5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000593916
Centaurium littorale,annual,,,solitary plant,,,,,,,,,,ligulate,obtuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000593969
Centaurium portense,perennial,,herb,,,0.30 m,0.30 m,glabrous,,,,,,orbicular,,,,,,1 cm,1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000594015
Centaurium pulchellum,annual,,,,,,,glabrous,,,,,,ovate,acute,,,1 cm,10 cm,2 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001428900
Centaurium scilloides,perennial,,herb,,,0.30 m,0.30 m,glabrous,,,,,,orbicular,,,,,,1 cm,1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000594047
Centaurium tenuiflorum,,,,,,,,,,,,sessile,,ovate,"obtuse, acute",,,0.8 cm,1.2 cm,1.0 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000594064
Cephalanthera damasonium,perennial,,"scrambler, herb",,,,,,,,,,,"lanceolate, oblong, ovate",,,,,,5 cm,10 cm,,,,,,,,,tubular,white,,,,,,,,,,,,,"yellow, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000828965
Cephalanthera longifolia,perennial,,"scrambler, herb",,,,,,,,,,,"elliptic, lanceolate, oblong, linear",,,,1.5 cm,1.5 cm,7 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,"yellow, orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000829212
Cephalanthera rubra,,,herb,rhizomatous,,,,,,,,,,lanceolate,acute,,,,,,,,,,,,,,,,"rose, red",,,,,,,,,,,,,"red, violet, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000829375
Cerastium alpinum,perennial,,"tussock, herb",,,,,pubescent,,,,,,,,,,0.5 cm,0.5 cm,1.0 cm,1.0 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595078
Cerastium arcticum,perennial,,tussock,,,,,pubescent,,,,,,elliptic,,,,0.45 cm,0.45 cm,1.0 cm,1.5 cm,,,,,,,,,,yellowish,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,1.5 mm,1.8 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595136
Cerastium arvense,perennial,,"scrambler, herb",,,,,"glandular, woolly, hairs absent",,,,,,"lanceolate, oblong",,,,,,0.5 cm,2.0 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,cylindrical,,,,,,0.8 mm,1 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595160
Cerastium brachypetalum,annual,,herb,,,,,,,,,sessile,,"elliptic, lanceolate",acute,,,,,0.4 cm,1.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,cylindrical,,brown,,,,0.5 mm,0.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595299
Cerastium cerastoides,perennial,,,,,,,,,,,,,"elliptic, lanceolate, oblong",,,,,,0.6 cm,1.2 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,brown,,,,0.5 mm,0.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595373
Cerastium diffusum,,,,,,,,,,,,,,ovate,acute,,,,,0.5 cm,1.0 cm,,,,,,,,,,green,,,white,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,cylindrical,,reddish-brown,,,,,,0.5 mm,0.7 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595487
Cerastium fontanum,perennial,,"scrambler, tussock",,,,,pubescent,,,,,,"oblanceolate, spatulate",,,,,,1 cm,5 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,reddish-brown,,,,,,0.8 mm,0.9 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595550
Cerastium glomeratum,annual,,,,,,,,,,,,,"elliptic, oblanceolate, spatulate, obovate, ovate",,,,,,0.5 cm,2.5 cm,,,"clustered, cyme",,,,,,,,erect,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,brown,,,,,,0.5 mm,0.6 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595603
Cerastium nigrescens,perennial,,tussock,,,,,pubescent,,,,,,elliptic,,,,0.45 cm,0.45 cm,1.0 cm,1.5 cm,,,,,,,,,,yellowish,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,1.5 mm,1.8 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000595901
Cerastium pumilum,annual,,herb,,,,,,,,,,,"elliptic, oblong, ovate",,,,,,0.5 cm,1.5 cm,,,,,,,,,,brown,,,"purple, white",,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,cylindrical,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000596028
Cerastium semidecandrum,annual,,herb,,,,,,,,,,,"elliptic, oblong, ovate",,,,,,0.5 cm,1.8 cm,green,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,cylindrical,,yellowish-brown,,,,,,0.4 mm,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000596122
Cerastium tomentosum,perennial,,herb,,,,,,,,,,,lanceolate,,,,,,,,,,,,,,,,,white,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,1.2 mm,1.4 mm,1.5 mm,1.8 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000596228
Ceratocapnos claviculata,annual,,"climber, herb",,,,,"pubescent, glabrous",,,pinnate,pinnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000596336
Ceratophyllum demersum,perennial,,,,,,,glabrous,,,,,,linear,,,denticulate,,,1 cm,2 cm,,,,,unisexual,,,,,,pendulous,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000831785
Ceratophyllum submersum,perennial,,,,,,,glabrous,,,,,,linear,,,denticulate,,,1 cm,2 cm,,,,,unisexual,,,,,,pendulous,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000832288
Chaenomeles japonica,,,shrub,,,1 m,1 m,glabrous,,,,,,"spatulate, obovate, ovate","obtuse, acute",cuneate,crenate,2 cm,3 cm,3 cm,5 cm,,,,,,,,,campanulate,,,,red,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001011346
Chaenomeles speciosa,perennial,,shrub,,,2 m,3 m,"glabrous, pubescent",spinescent,,,,,"ovate, elliptic","obtuse, acute",cuneate,serrate,1.5 cm,5 cm,3 cm,9 cm,,,,,,,,,,,,,"pinkish, scarlet, white",,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,"globose, ovoid","green, yellowish, yellow",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000996959
Chaenorhinum minus,annual,,,,,,,,,,,,alternate,"oblong, linear, lanceolate",obtuse,,entire,,,1 cm,2.5 cm,,,,,,,,,,,,,,,,,,,purple,0.6 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000598753
Chaerophyllum temulum,annual,,,,,0.30 m,1.00 m,"hispid, pubescent",,,pinnate,pinnate,,,,,,,,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,purple,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000599113
Chamaemelum nobile,perennial,,"scrambler, herb",,,0.10 m,0.30 m,hairy,,,pinnate,pinnate,,linear,,,,,,1.5 cm,5 cm,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000014359
Chelidonium majus,perennial,,herb,,,,,,,,pinnate,pinnate,,"oblong, ovate",,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,dehiscent,,,"white, black",,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000600655
Chenopodium album,annual,,herb,,,1.5 m,1.5 m,,,,lobed,lobed,,"ovate, trullate, rhomboid",acute,,entire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25 mm,1.85 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000600898
Chenopodium bonus-henricus,perennial,,,,,,,,,,lobed,"lobed, sessile",,hastate,"acute, obtuse",hastate,entire,,,10 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"red, brown",,,,,,,,1.8 mm,2.2 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601122
Chenopodium chenopodioides,annual,,herb,,,,,glabrous,,,,,,,"acute, obtuse",,entire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601175
Chenopodium ficifolium,annual,,,,,0.30 m,0.90 m,,,,"lobed, simple",lobed,,,,,,,,8 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601268
Chenopodium glaucum,,,,,,,,pubescent,,,,,,"lanceolate, rhomboid, repand","acute, obtuse",,"sinuate, dentate, repand",,,1 cm,5 cm,,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601315
Chenopodium hybridum,annual,,,,,,,glabrous,,,,,,,,,,,,,,,,cyme,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,2 mm,2 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601403
Chenopodium murale,,,,,,,,,,,,,,rhomboid,acute,,entire,,,1.5 cm,9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25 mm,1.5 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601534
Chenopodium opulifolium,annual,,,,,0.30 m,0.80 m,pubescent,,,"lobed, simple",lobed,,rhomboid,,cuneate,,,,0.7 cm,3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25 mm,1.5 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601580
Chenopodium polyspermum,annual,,,,,,,glabrous,,,,,,"elliptic, ovate","acute, obtuse",,entire,,,5 cm,5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 mm,1.25 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601652
Chenopodium rubrum,,,,,,,,,,,simple,,,"ovate, rhomboid","acuminate, acute",,sinuate,,,2 cm,5 cm,,,,,,,,,,,,free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"red, brown",,,,,,,,0.7 mm,1.1 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601735
Chenopodium urbicum,,,,,,,,,,,,,,,"acute, obtuse",cuneate,,,,9 cm,9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000601889
