taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Suaeda esteroa,"annual, perennial",,"herb, shrub",,,,,pubescent,,,,flat,imbricate,lanceolate,acute,,flat,0.05 cm,0.25 cm,1.0 cm,6.0 cm,,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294846
Suaeda linearis,"annual, perennial",,herb,,,,,pubescent,,,,,,linear,acute,,,0.08 cm,0.18 cm,0.7 cm,5.0 cm,,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 54,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294634
Suaeda linifolia,,,,,,,,"glabrous, pubescent",,,,appressed,,linear,acute,,,,,0.3 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000437608
Suaeda maritima,annual,,"herb, prostrate",,,,,pubescent,,,,flat,,linear,acute,,flat,0.08 cm,0.17 cm,1.0 cm,5.0 cm,,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reddish, brown, black",,,,,,,,1 mm,2.2 mm,,2n = 36,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000437616
Suaeda nigra,"annual, perennial",,shrub,,,,,"villouse, pubescent, villous, hirsute, glabrous",,,,"sessile, flat",,"cylindrical, lanceolate, linear","acute, acuminate, obtuse",,flat,0.1 cm,0.2 cm,0.5 cm,3.0 cm,,,,,"bisexual, pistillate, staminate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, black",,,,,,0.5 mm,2 mm,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294636
Suaeda occidentalis,annual,,herb,,,,,pubescent,,,,flat,,"elliptic, linear","acute, apiculate",,flat,0.05 cm,1.5 cm,0.5 cm,3.0 cm,,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294638
Suaeda rolandii,annual,,herb,,,,,,,,,,,linear,acute,,,0.07 cm,0.15 cm,1.7 cm,3.0 cm,,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 90,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001245638
Suaeda tampicensis,perennial,,"shrub, suffrutex",,,,,"glabrous, pubescent",,,,,,"oblanceolate, cylindrical, linear, spatulate","acuminate, apiculate",,,0.05 cm,0.15 cm,0.3 cm,2.2 cm,green,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,0.8 mm,1 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294641
Suaeda taxifolia,,,shrub,,,,,"villouse, glabrous, pubescent, villous",,,,,,"cylindrical, ovate, lanceolate","acute, acuminate",,,0.06 cm,0.2 cm,0.5 cm,3.0 cm,,,,,"bisexual, pistillate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, black",,,,,,1 mm,2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001295430
Suckleya suckleyana,,,,,,,,"scaley, glabrous",,flexhy,,,,,acute,,,0.5 cm,2 cm,1 cm,3 cm,,,,,staminate,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3 mm,3 mm,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294826
Suksdorfia ranunculifolia,,,,,,0.08 m,0.40 m,,,,,,,cordate,obtuse,cordate,,,,1 cm,4 cm,,,,,,,,,campanulate,purple,,,"pink, white",,,,,,,,,,,,,,,,,,,,0.15 cm,0.15 cm,,,0.8,,,,,,,,ovoid,brown,,,,,,,0.6 mm,0.8 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001135390
Suksdorfia violacea,,,,,,0.10 m,0.40 m,,,,lobed,lobed,,"orbicular, rounded, cordate",truncate,"truncate, rounded, cordate",,,,0.5 cm,2 cm,,,cyme,,,,,,campanulate,,,,"violet, bluish, pink, white",,,,,,,,,,,,,,,,,,,,0.1 cm,0.15 cm,,,0.5,,,,,,,,ovoid,brown,,,,,,,0.5 mm,0.5 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001135391
Sullivantia hapemanii,,,,stoloniferous,,,,,,,lobed,"partite, lobed",,ovate,,cuneate,"entire, denticulate",1 cm,11 cm,,,,,,,,,,,campanulate,,,,,0.1 cm,0.18 cm,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,"brown, red",,,,0.3 mm,0.6 mm,0.9 mm,1.7 mm,,,,2n = 14.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001135421
Sullivantia oregana,,,,stoloniferous,,,,,,,lobed,lobed,,oblong,,cuneate,,1 cm,12 cm,,,,,,,,,,,campanulate,,,,,0.1 cm,0.18 cm,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,"brown, red",,,,0.3 mm,0.5 mm,1.1 mm,1.7 mm,,,,2n = 14.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001135422
Sullivantia sullivantii,,,,stoloniferous,,,,,,,lobed,lobed,,,,,,1 cm,12 cm,,,,,,,,,,,"campanulate, tubular",,,,,0.07 cm,0.16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, red",,,,0.2 mm,0.5 mm,0.7 mm,1.2 mm,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001135424
Swertia perennis,,,herb,,,,,,,,,,"opposite, alternate","spatulate, oblanceolate, elliptic, obovate","acute, obtuse",,,1.0 cm,3.2 cm,3 cm,22 cm,,,,,,,,,,,,,,,,,0.4 cm,0.8 cm,"white, bluish, spot, violet, blue, greenish",0.7 cm,1.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000498075
Symphyotrichum adnatum,perennial,,herb,,,0.30 m,1.20 m,"spinulose, scabrous, glandular",spinulate,,,sessile,,"spatulate, lanceolate, linear, oblanceolate, obovate","acute, obtuse","auriculate, cuneate","scabrous, entire",0.1 cm,0.4 cm,0.3 cm,1.0 cm,,,panicle,,,,,,,,,,,,,,,,"yellow, lavender",0.5 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 20,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000029540
Symphyotrichum anomalum,perennial,,,rhizomatous,,0.20 m,1.20 m,"scabrous, strigose, glabrous, hirsute",,,,,,,,,"undulate, scabrous",,,,,,,,,,,,,,,,,,,,,,,"white, purple, yellow, blue, pinkish, lavender",0.9 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000037936
Symphyotrichum anticostense,perennial,,,rhizomatous,,0.10 m,0.90 m,"scabrous, glabrous",,,,sessile,,"rounded, linear, orbicular, lanceolate","acuminate, acute","rounded, cuneate","scabrous, revolute, serrulate, entire",0.15 cm,0.5 cm,0.8 cm,5.0 cm,,,raceme,,,,,,,,,,,,,,,,"white, purple, lilac, yellow, reddish",0.95 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 80,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000009956
Symphyotrichum ascendens,perennial,,,rhizomatous,,0.20 m,0.60 m,"strigose, glabrous",,,,,,"spatulate, oblanceolate","acute, attenuate","cuneate, attenuate",entire,0.5 cm,1.5 cm,5.0 cm,15.0 cm,,,panicle,,,,,,,,,,violet,0.1 cm,0.15 cm,,,,"purple-tinged, yellow",0.4 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 26, 36, 52",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000096651
Symphyotrichum boreale,perennial,,,rhizomatous,,0.055 m,0.85 m,"glabrous, bristly",,,,sessile,,"linear, lanceolate",acute,auriculate,"revolute, serrulate, entire",0.2 cm,0.8 cm,4.0 cm,15.0 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,"white, pink, purple, brown, yellow, rose, lavender",0.7 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 16, 32, 48, 64",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000066864
Symphyotrichum campestre,perennial,,,rhizomatous,,0.10 m,0.40 m,"glandular, scabrous, strigose, glabrous",,,,sessile,,"oblong, linear","mucronate, obtuse, attenuate, acute","cuneate, attenuate","scabrous, entire",0.2 cm,0.5 cm,2.0 cm,5.0 cm,,,panicle,,,,,,,,,,violet,0.1 cm,0.2 cm,,,,yellow,0.45 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000085286
Symphyotrichum chapmanii,perennial,,,,,0.30 m,0.80 m,"ciliate, bristly",,,,sessile,,"aciculate, linear",acute,,"ciliate, revolute, entire",0.5 cm,1.0 cm,5.0 cm,18.0 cm,,,"panicle, corymb",,,,,,,,,,,,,,,,"blue, purple, yellow, lavender",1.0 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000000768
Symphyotrichum chilense,perennial,,,rhizomatous,,0.40 m,1.20 m,"glabrous, pubescent",,,,sessile,,"spatulate, oblanceolate, lanceolate, obovate","acute, attenuate","cuneate, attenuate","serrate, entire",0.5 cm,3.0 cm,2.5 cm,9.0 cm,,,,,,,,,,,,,violet,0.15 cm,0.25 cm,,,,yellow,0.4 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 48, 64, 96",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000090638
Symphyotrichum ciliatum,annual,,,,,0.07 m,0.70 m,"ciliate, scabrous, glabrous",,,,sessile,,"rounded, linear, orbicular","acuminate, acute",rounded,"ciliate, scabrous, serrulate, entire",0.1 cm,0.9 cm,1.0 cm,15.0 cm,,,"raceme, panicle",,,,,,,,,,,,,,,,"whitish, pink",0.5 cm,0.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000004858
Symphyotrichum ciliolatum,perennial,,,rhizomatous,,0.10 m,1.20 m,"ciliate, scabrous, hirsute, glabrous",,,,,,"spatulate, ovate, elliptic, lanceolate, oblanceolate","acuminate, acute",cuneate,"ciliate, scabrous, serrate, crenate, serrulate",1.0 cm,6.0 cm,2.4 cm,15.0 cm,,,panicle,,,,,,,,,,,,,,,,"bluish, purple, yellow, blue, reddish",0.83 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 48,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000123693
Symphyotrichum concolor,perennial,,,,,0.30 m,0.80 m,"sericeous, strigose, glabrous",,,,sessile,,"oblong, ovate, lanceolate","mucronate, acute",cuneate,entire,0.18 cm,0.5 cm,0.9 cm,1.5 cm,,,panicle,,,,,,,,,,,,,,,,"white, purple, pink, rose-purple",0.4 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000078230
Symphyotrichum cordifolium,perennial,,,rhizomatous,,0.20 m,1.20 m,"scabrous, strigose, glabrous, pubescent",,,simple,sessile,,"ovate, lanceolate, cordate, rounded, orbicular","acuminate, acute, attenuate","cordate, rounded, cuneate, attenuate","scabrous, serrate, entire, crenate",0.2 cm,4.5 cm,0.5 cm,10.5 cm,,,panicle,,,,,,,,,,,,,,,,"whitish, pink, purple, yellow, blue",0.5 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,"2n = 16, 32",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000129024
Symphyotrichum drummondii,perennial,,,rhizomatous,,0.30 m,1.20 m,"ciliate, scabrous, strigose, glabrous",,,,sheathing,,"oblong, ovate, elliptic, rounded, cordate, orbicular","mucronate, acuminate, acute, attenuate, obtuse","cordate, rounded, attenuate","ciliate, scabrous, serrate, crenate",0.8 cm,6.0 cm,1.0 cm,10.0 cm,,,"raceme, panicle",,,,,,,,,,,,,,,,"white, purple, yellow, blue, reddish, lavender",0.5 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000005282
Symphyotrichum dumosum,perennial,,,rhizomatous,,0.20 m,1.00 m,"scabrous, strigose, glabrous, bristly",,,,sessile,,"oblong, lanceolate, linear, rounded, orbicular","mucronate, recurved","rounded, cuneate","scabrous, serrate, recurved, crenulate, entire",0.05 cm,0.4 cm,0.2 cm,4.5 cm,,,,,,,,,,,,,,,,,,,"white, pink, yellow, blue, lavender",0.4 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,"2n = 16, 32",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000117458
Symphyotrichum eatonii,perennial,,,rhizomatous,,0.40 m,1.00 m,,,,,sessile,,"linear, lanceolate",acute,"auriculate, cuneate","serrate, entire",0.3 cm,2.0 cm,2.0 cm,12.0 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,"white, yellow, pink",0.7 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 16, 32, 48, 64",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000082454
Symphyotrichum elliottii,perennial,,,rhizomatous,,0.60 m,2.00 m,glabrous,,,,,,,"acuminate, mucronate, acute, apiculate",,"serrate, serrulate",,,,,,,panicle,,,,,,,,,,,,,,,,"yellow, brown, pink, lavender",0.7 cm,1.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000139209
Symphyotrichum ericoides,perennial,,,rhizomatous,,0.20 m,1.00 m,"ciliate, scabrous, glabrous, hirsute, strigose, hairy",spinescent,,,sessile,,"spatulate, oblong, ovate, lanceolate, linear, oblanceolate, rounded, orbicular","acute, obtuse, attenuate","rounded, cuneate, attenuate","ciliate, scabrous, serrate, entire",0.15 cm,0.35 cm,1.0 cm,4.0 cm,,,"raceme, panicle",,,,,,,,,,,,,,,,"white, bluish, pink, brown, yellow",0.6 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000065053
Symphyotrichum eulae,perennial,,,,,0.05 m,1.50 m,"scabrous, glabrous",,,,sessile,,"oblong, elliptic, lanceolate","acuminate, mucronate, acute",cuneate,"scabrous, revolute, serrate, serrulate, entire",0.1 cm,2.5 cm,0.8 cm,9.0 cm,,,"raceme, panicle",horizontal,,,,,,,,,,,,,,,"white, bluish, pink, brown, yellow, reddish, lavender",0.8 cm,1.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 48,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000137223
Symphyotrichum falcatum,perennial,,,,,0.10 m,0.80 m,"ciliate, strigose",spinescent,,,"sessile, appressed",,"spatulate, oblong, lanceolate, linear, oblanceolate","acute, obtuse",cuneate,"ciliate, entire",0.2 cm,0.3 cm,2.5 cm,4.5 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,"white, pink, brown, yellow, blue",0.8 cm,3.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000089239
Symphyotrichum fendleri,perennial,,,,,0.06 m,0.30 m,"scabrous, glabrous, spinulose, glandular, hispid",spinulate,,,sessile,,"linear, lanceolate","mucronate, acute",cuneate,"scabrous, entire",0.2 cm,0.3 cm,2.0 cm,4.0 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,"purple, lavender",0.5 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 10,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000124958
Symphyotrichum firmum,perennial,,,rhizomatous,,0.40 m,2.50 m,"hairy, glabrous",,,,sessile,,"spatulate, oblanceolate, elliptic, lanceolate","acuminate, mucronate, acute",auriculate,"crenulate, revolute, serrate, entire",1.0 cm,2.5 cm,4.0 cm,7.0 cm,,,panicle,,,,,,,,,,,,,,,,"white, pink, purple, yellow, blue, lavender",0.9 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000015254
Symphyotrichum foliaceum,perennial,,,rhizomatous,,0.10 m,0.60 m,"hairy, glabrous",,,,sessile,,"rounded, elliptic, orbicular, obovate","acute, obtuse, attenuate","rounded, cuneate, attenuate","serrate, entire",0.8 cm,2.5 cm,3.5 cm,12.0 cm,,,panicle,,,,,,,,,,,,,,,,"purple, yellow, violet",0.8 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000138536
Symphyotrichum fontinale,perennial,,,rhizomatous,,0.30 m,0.90 m,"glandular, scabrous",,,,sessile,,"spatulate, oblong, lanceolate, oblanceolate, rounded, orbicular, obovate","mucronate, obtuse, attenuate, acute","rounded, attenuate","scabrous, serrate, entire",0.2 cm,1.0 cm,0.5 cm,5.0 cm,,,panicle,,,,,,,,,,,,,,,,"purple, purplish, yellow, blue, reddish, brownish, lavender",0.7 cm,1.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000059610
Symphyotrichum frondosum,"annual, perennial",,,,,0.05 m,1.40 m,"ciliate, scabrous, glabrous",,,,sessile,,"spatulate, linear, oblanceolate","acute, obtuse, attenuate","cuneate, attenuate","ciliate, scabrous, serrulate, entire",0.15 cm,1.0 cm,1.0 cm,8.0 cm,,,panicle,,,,,,,,,,,,,,,,"white, yellow, pinkish, pink",0.15 cm,0.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000001499
Symphyotrichum georgianum,perennial,,,rhizomatous,,0.50 m,1.00 m,"spinulose, scabrous, glandular",spinulate,,,sessile,,"spatulate, oblanceolate, lanceolate, obovate","mucronate, acute","auriculate, cuneate","scabrous, serrate, revolute, undulate, entire",0.6 cm,1.1 cm,1.4 cm,5.0 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,"white, violet, purple, purplish, reddish, lavender",1.4 cm,2.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 50,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000006578
Symphyotrichum grandiflorum,perennial,,,rhizomatous,,0.50 m,1.00 m,"spinulose, scabrous, glabrous, glandular",spinulate,,,sessile,,"spatulate, oblong, oblanceolate, lanceolate","acute, obtuse, attenuate","cuneate, attenuate","scabrous, entire",0.5 cm,0.8 cm,2.0 cm,4.0 cm,,,"panicle, raceme",,,,,,,,,,,,,,,,"purple, reddish",1.1 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 30, 60",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000130047
Symphyotrichum greatae,perennial,,,rhizomatous,,0.50 m,2.00 m,scabrous,,,,sessile,,,acute,"auriculate, cuneate","scabrous, serrate, entire",1.0 cm,4.0 cm,2.0 cm,15.0 cm,,,panicle,,,,,,,,,,violet,0.1 cm,0.2 cm,,,,yellow,0.35 cm,0.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000128347
Symphyotrichum hallii,perennial,,,rhizomatous,,0.30 m,0.60 m,glabrous,,,,sessile,,linear,"acute, truncate","cuneate, truncate",entire,0.2 cm,0.8 cm,1.0 cm,5.0 cm,,,panicle,,,,,,,,,,,,,,,,"white, yellow, violet",0.7 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 16, 32, 48",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000118093
Symphyotrichum hendersonii,perennial,,,rhizomatous,,0.70 m,1.50 m,glabrous,,,,,,,acute,,entire,,,,,,,panicle,,,,,,,,,,violet,0.1 cm,0.25 cm,,,,yellow,0.5 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 16, 32",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000115114
Symphyotrichum jessicae,perennial,,,rhizomatous,,0.40 m,1.50 m,"woolly, pubescent",,,,sessile,,"rounded, orbicular","acute, obtuse","auriculate, rounded","entire, crenate",0.9 cm,2.0 cm,2.0 cm,8.0 cm,,,panicle,,,,,,,,,,violet,0.1 cm,0.25 cm,,,,yellow,0.6 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 80,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000004341
Symphyotrichum laeve,perennial,,,rhizomatous,,0.15 m,1.20 m,"glabrous, pubescent",,,,,,,,,"serrate, entire, crenate",,,,,,,panicle,,,,,,,,,,,,,,,,"white, purple, purplish, yellow, blue, red",0.6 cm,1.46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000129622
Symphyotrichum lanceolatum,perennial,,,,,0.30 m,2.00 m,,,,,,,,,,,,,,,,,panicle,,,,,,,,,,,,,,,,"white, blue-violet, purple, yellow, pinkish",0.3 cm,1.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000012570
Symphyotrichum lateriflorum,perennial,,,rhizomatous,,0.20 m,1.50 m,"scabrous, strigose, glabrous, pubescent",,,,sessile,,"spatulate, ovate, elliptic, linear, oblanceolate","caudate, acuminate, acute",cuneate,"scabrous, serrate, serrulate, entire",0.1 cm,3.0 cm,1.0 cm,15.0 cm,,,panicle,,,,,,,,,,,,,,,,"white, pink, purple, purplish, yellow, reddish, pinkish",0.3 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 16, 32, 48",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000029031
Symphyotrichum laurentianum,annual,,,,,0.01 m,0.13 m,glabrous,,,,sessile,,"spatulate, oblanceolate, lanceolate","obtuse, attenuate","cuneate, attenuate",entire,0.1 cm,0.4 cm,1.5 cm,5.5 cm,,,panicle,,,,,,,,,,,,,,,,yellow,0.31 cm,0.39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 14,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000115359
Symphyotrichum lentum,perennial,,,rhizomatous,,0.40 m,2.00 m,glabrous,,,,sessile,,"spatulate, linear, oblanceolate, lanceolate","acute, attenuate","cuneate, attenuate",entire,0.5 cm,1.5 cm,4.0 cm,8.0 cm,,,panicle,,,,,,,,,,violet,0.1 cm,0.2 cm,,,,yellow,0.5 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 16, 64",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000091845
Symphyotrichum molle,perennial,,,rhizomatous,,0.30 m,0.60 m,"woolly, pubescent",,,,sessile,,lanceolate,acute,auriculate,entire,1.0 cm,2.0 cm,3.0 cm,10.0 cm,,,"panicle, corymb",,,,,,,,,,violet,0.1 cm,0.2 cm,,,,yellow,0.5 cm,0.65 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 32,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000123203
Symphyotrichum nahanniense,perennial,,,,,0.07 m,0.39 m,"scabrous, glabrous",,,,sessile,,"spatulate, linear, oblanceolate, lanceolate","obtuse, attenuate","auriculate, cuneate, attenuate","scabrous, serrulate, entire",0.1 cm,0.4 cm,1.0 cm,3.6 cm,,,panicle,,,,,,,,,,,,,,,,"white, violet, yellow, reddish, rose",0.5 cm,1.3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000128987
